Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
4/8/2018 2:00,0.926,130.4,11.7,0.054,0.107,-21.04,-18.85,2.191,84.2,0.046,759.7,AF
4/8/2018 3:00,1.23,104.1,10.36,0.011,0.119,-21.18,-18.52,2.663,83.2,-0.073,760,AF
4/8/2018 4:00,2.742,139.1,5.593,-0.018,0.054,-22.56,-19.81,2.746,82.2,0.038,760.2,AF
4/8/2018 5:00,1.141,158.7,27.29,0.016,0.073,-22.37,-19.42,2.951,82.8,0.009,760.3,AF
4/8/2018 6:00,0.522,32.07,12.23,0.004,0.045,-23.41,-21.44,1.975,81.5,-0.033,760.6,AF
4/8/2018 7:00,0.878,51.48,5.866,0.008,0.067,-22.6,-20.91,1.687,83,6.063,760.7,AF
4/8/2018 8:00,1.739,78.59,6.295,-0.039,0.134,-22.12,-19.89,2.236,78.57,66.91,760.9,AF
4/8/2018 9:00,1.855,83.1,7.783,-0.046,0.15,-20.87,-19.98,0.886,73.19,182.6,760.9,AF
4/8/2018 10:00,1.682,101.1,7.331,0.036,0.116,-19.78,-19.51,0.262,71.72,304.4,760.9,AF
4/8/2018 11:00,1.481,79.02,7.17,-0.01,0.133,-18.96,-19.11,-0.153,71.59,363,761,AF
4/8/2018 12:00,2.042,71.82,5.103,0.003,0.114,-17.91,-18.25,-0.343,73.3,471.7,761.1,AF
4/8/2018 13:00,1.662,74.5,5.625,0.013,0.127,-16.26,-16,0.257,76.97,565.3,761.1,AF
4/8/2018 14:00,2.263,71.11,5.757,0.032,0.14,-15.93,-14.62,1.301,79.65,588.5,761.1,AF
4/8/2018 15:00,4.187,63.86,4.15,0.235,0.212,-15.95,-15.07,0.876,80.6,587.9,761,AF
4/8/2018 16:00,4.897,73.49,2.993,0.011,0.14,-16.14,-15.69,0.453,82.7,518,761,AF
4/8/2018 17:00,4.976,79.26,3.238,-0.116,0.212,-16.05,-15.38,0.669,83.6,449.7,760.8,AF
4/8/2018 18:00,4.909,87.9,2.705,-0.104,0.228,-15.71,-15.35,0.352,84.8,363,760.7,AF
4/8/2018 19:00,3.989,87.6,2.188,-0.155,0.195,-15.83,-15.75,0.083,85.7,238.5,760.5,AF
4/8/2018 20:00,3.387,72.79,2.652,-0.024,0.138,-16.72,-16.43,0.287,85.6,154.5,760.2,AF
4/8/2018 21:00,4.098,75.84,2.39,-0.02,0.114,-18.03,-17.31,0.723,86.5,60.25,759.9,AF
4/8/2018 22:00,4.942,83.9,5.385,-0.113,0.192,-19.32,-18.47,0.848,85.5,14.42,759.6,AF
4/8/2018 23:00,5.178,78.33,4.973,-0.078,0.192,-20.54,-19.69,0.847,83.9,0.758,759.3,AF
4/9/2018 0:00,6.609,87.7,2.415,-0.217,0.211,-21.21,-20.61,0.599,82.9,-0.038,759.1,AF
4/9/2018 1:00,5.609,83.7,3.373,-0.213,0.199,-21.88,-21.15,0.736,82.5,-0.024,758.9,AF
4/9/2018 2:00,5.742,77.45,5.541,-0.106,0.248,-21.45,-20.77,0.686,83,-0.011,758.7,AF
4/9/2018 3:00,4.685,70.39,3.249,0.017,0.155,-20.27,-19.73,0.537,84,0.003,758.4,AF
4/9/2018 4:00,4.522,72.62,3.9,0.011,0.135,-20.15,-19.47,0.684,83.5,-0.003,758.1,AF
4/9/2018 5:00,5.934,76.38,2.99,0.011,0.136,-20.18,-19.63,0.543,83.5,-0.006,757.7,AF
4/9/2018 6:00,4.529,73.29,2.655,-0.014,0.122,-21.17,-20.54,0.632,82.5,0.102,757.5,AF
4/9/2018 7:00,4.554,74.09,2.901,-0.009,0.122,-21.95,-21.36,0.594,82,7.709,757.4,AF
4/9/2018 8:00,3.648,70.12,3.854,0.004,0.11,-21.36,-21.37,-0.019,81.1,51.51,757.3,AF
4/9/2018 9:00,2.919,75.98,5.749,0.003,0.113,-19.66,-20.48,-0.819,80.4,122.5,757.3,AF
4/9/2018 10:00,4.166,82.2,3.721,-0.035,0.117,-19.19,-19.84,-0.652,80.1,196.2,757.2,AF
4/9/2018 11:00,4.176,85.4,3.917,0.053,0.147,-17.97,-18.77,-0.797,80.5,307.4,757.1,AF
4/9/2018 12:00,2.885,111.1,6.593,0.185,0.145,-16.88,-16.28,0.592,80.9,394.4,757.2,AF
4/9/2018 13:00,3.641,97,4.89,0.316,0.176,-16.53,-16.12,0.416,81.7,491,757.2,AF
4/9/2018 14:00,3.898,101.1,5.047,0.215,0.261,-16.33,-14.99,1.34,82.1,625.7,757.1,AF
4/9/2018 15:00,3.971,94.4,4.234,0.123,0.267,-15.79,-14.52,1.279,81.6,648.5,757,AF
4/9/2018 16:00,4.612,95.7,4.05,0.169,0.292,-15.43,-14.55,0.88,81.5,628.9,756.8,AF
4/9/2018 17:00,3.891,110.5,4.501,0.327,0.187,-15.15,-13.96,1.197,80.5,573.2,756.7,AF
4/9/2018 18:00,5.434,96.3,3.388,0.179,0.28,-15.18,-14.52,0.66,80,489.3,756.3,AF
4/9/2018 19:00,4.387,101.3,10.42,0.254,0.223,-14.63,-14.86,-0.229,80.7,343.8,756.2,AF
4/9/2018 20:00,3.596,97.5,5.312,0.093,0.163,-15.05,-15.11,-0.057,79.6,225.4,756.1,AF
